,zpid,latitude,longitude,usecode,bathrooms,bedrooms,zipcode,price,lotSizeSqFt,Nearest Station Index,Nearest Station Lat,Nearest Station Lon,Borough,distance_miles
10766,94640592,40.668627,-73.990358,Condominium,2.0,2,11215,1245271,0,240,40.670272,-73.989779,Bk,0.1176760117987943
10767,94640590,40.668627,-73.990358,Condominium,0.0,0,11215,635740,0,240,40.670272,-73.989779,Bk,0.1176760117987943
10768,94640589,40.668627,-73.990358,Condominium,0.0,0,11215,650049,0,240,40.670272,-73.989779,Bk,0.1176760117987943
10769,94640587,40.668627,-73.990358,Condominium,0.0,0,11215,616835,0,240,40.670272,-73.989779,Bk,0.1176760117987943
10770,94640586,40.668627,-73.990358,Condominium,0.0,0,11215,821432,0,240,40.670272,-73.989779,Bk,0.1176760117987943
10771,94640584,40.668627,-73.990358,Condominium,0.0,0,11215,1281381,0,240,40.670272,-73.989779,Bk,0.1176760117987943
10772,2097540281,40.66762,-73.980757,Townhouse,3.0,4,11215,2016616,1699,241,40.666271,-73.980305,Bk,0.09620014671333639
10773,2106301777,40.665727,-73.980682,MultiFamily2To4,0.0,0,11215,850896,0,241,40.666271,-73.980305,Bk,0.042476802746911534
10774,2096323585,40.6696,-73.984194,Unknown,0.0,0,11215,1079390,0,28,40.670846999999995,-73.988302,Bk,0.2319553735855367
10775,2096393210,40.667439,-73.988467,Unknown,0.0,0,11215,1104655,0,240,40.670272,-73.989779,Bk,0.20753135466007033
10776,2096412335,40.666001,-73.988233,Unknown,0.0,0,11215,1117552,0,240,40.670272,-73.989779,Bk,0.3061140131569261
10777,2096432071,40.669059,-73.98746,Unknown,0.0,0,11215,1105111,0,28,40.670846999999995,-73.988302,Bk,0.1312238949788933
10778,2096433109,40.666431,-73.990593,Unknown,0.0,0,11215,1119838,0,29,40.665414,-73.99287199999999,Bk,0.13861984898575325
10779,2097845150,40.66762,-73.980757,Unknown,0.0,0,11215,1048530,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10780,2097838573,40.66762,-73.980757,SingleFamily,2.0,3,11215,2311686,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10782,2098003544,40.66762,-73.980757,SingleFamily,2.0,4,11215,2438813,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10783,2098003514,40.66762,-73.980757,Townhouse,2.0,3,11215,1625128,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10784,2098003492,40.66762,-73.980757,SingleFamily,2.0,3,11215,2352838,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10785,2097845192,40.66762,-73.980757,SingleFamily,2.0,3,11215,2453816,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10786,2097838558,40.66762,-73.980757,SingleFamily,1.0,3,11215,1472383,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10787,2097713071,40.66762,-73.980757,SingleFamily,1.0,3,11215,2554621,1687,241,40.666271,-73.980305,Bk,0.09620014671333639
10788,2097712998,40.66762,-73.980757,SingleFamily,1.0,3,11215,2625073,2514,241,40.666271,-73.980305,Bk,0.09620014671333639
10789,2097712957,40.66762,-73.980757,SingleFamily,1.0,2,11215,1240783,869,241,40.666271,-73.980305,Bk,0.09620014671333639
10790,2097683219,40.66762,-73.980757,Townhouse,2.0,4,11215,2250042,1687,241,40.666271,-73.980305,Bk,0.09620014671333639
10793,2097540286,40.66762,-73.980757,MultiFamily2To4,3.0,4,11215,2042890,2503,241,40.666271,-73.980305,Bk,0.09620014671333639
10794,2097603451,40.66762,-73.980757,SingleFamily,3.0,4,11215,2426348,0,241,40.666271,-73.980305,Bk,0.09620014671333639
10822,112498819,40.644792,-74.014795,Condominium,0.0,0,11220,503189,0,33,40.645069,-74.014034,Bk,0.04426270631644084
10823,112077614,40.644792,-74.014795,MultiFamily2To4,2.0,2,11220,578150,0,33,40.645069,-74.014034,Bk,0.04426270631644084
10824,2085678404,40.646598,-74.011901,Condominium,1.0,1,11220,480757,0,33,40.645069,-74.014034,Bk,0.15388150670175255
10825,2085679234,40.646598,-74.011901,Condominium,1.0,1,11220,460266,0,33,40.645069,-74.014034,Bk,0.15388150670175255
10827,2087134500,40.646598,-74.011901,Condominium,1.0,1,11220,458382,0,33,40.645069,-74.014034,Bk,0.15388150670175255
10833,30575244,40.649265,-74.009172,MultiFamily2To4,1.0,3,11220,606186,1833,32,40.648939,-74.010006,Bk,0.04919657232932386
10835,30575247,40.649419,-74.009011,Cooperative,0.0,0,11220,594255,5000,32,40.648939,-74.010006,Bk,0.06183001596536236
10836,30575248,40.649528,-74.008896,Cooperative,0.0,0,11220,588135,5016,32,40.648939,-74.010006,Bk,0.07102962029210187
10839,30575823,40.648133,-74.010336,Duplex,0.0,0,11220,1549129,2050,32,40.648939,-74.010006,Bk,0.05833259944188351
10840,2130878301,40.640309,-74.0195,Unknown,0.0,0,11220,538898,0,34,40.641362,-74.017881,Bk,0.1118306084061571
10841,30575825,40.648261,-74.010203,Triplex,0.0,0,11220,1530290,2000,32,40.648939,-74.010006,Bk,0.04798515014390276
10842,30575826,40.648305,-74.010159,Triplex,0.0,0,11220,1530852,2000,32,40.648939,-74.010006,Bk,0.044547360089729184
10846,30576121,40.647969,-74.011469,MultiFamily2To4,1.0,3,11220,594115,1520,32,40.648939,-74.010006,Bk,0.10188353046462664
10863,30577837,40.644834,-74.014751,MultiFamily2To4,2.75,8,11220,1253611,1777,33,40.645069,-74.014034,Bk,0.04095872717202547
10922,2096384951,40.624919,-74.02785,Unknown,0.0,0,11209,482083,0,37,40.622687,-74.028398,Bk,0.1569203182797154
10923,30702282,40.612966,-74.033097,Condominium,0.0,0,11209,578887,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10924,30702283,40.612966,-74.033097,Condominium,0.0,0,11209,580822,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10925,30702284,40.612966,-74.033097,Condominium,0.0,0,11209,580487,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10926,30702285,40.612966,-74.033097,Condominium,0.0,0,11209,578832,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10927,30702288,40.612966,-74.033097,Condominium,0.0,0,11209,580822,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10928,30702289,40.612966,-74.033097,Condominium,0.0,0,11209,580882,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10929,30702290,40.612966,-74.033097,Condominium,1.0,1,11209,582077,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10930,30702287,40.612966,-74.033097,MultiFamily2To4,1.0,1,11209,534416,21937,38,40.616622,-74.030876,Bk,0.2782582409767263
10931,245063080,40.615176,-74.032041,MultiFamily2To4,1.0,0,11209,373064,18510,38,40.616622,-74.030876,Bk,0.11714888103836987
10932,72656410,40.625884,-74.026717,Cooperative,0.0,0,11209,217064,0,37,40.622687,-74.028398,Bk,0.237906781089528
10933,72657203,40.629496,-74.025224,Cooperative,0.0,0,11209,253198,0,36,40.629742,-74.02551,Bk,0.022674460841709154
10934,72657204,40.629496,-74.025224,Cooperative,0.0,0,11209,253198,0,36,40.629742,-74.02551,Bk,0.022674460841709154
10935,72657221,40.627002,-74.026823,Cooperative,1.0,1,11209,362842,0,36,40.629742,-74.02551,Bk,0.20151035542735674
10936,72670109,40.629496,-74.025224,Cooperative,0.0,0,11209,253198,0,36,40.629742,-74.02551,Bk,0.022674460841709154
10937,72670124,40.627002,-74.026823,Cooperative,0.0,0,11209,350669,0,36,40.629742,-74.02551,Bk,0.20151035542735674
10939,79492373,40.627973,-74.025802,Cooperative,1.0,1,11209,335030,0,36,40.629742,-74.02551,Bk,0.12322008553571567
10940,79711071,40.614314,-74.031744,Cooperative,1.0,1,11209,354892,0,38,40.616622,-74.030876,Bk,0.1658904756454372
10941,79712122,40.627755,-74.026238,Cooperative,1.0,3,11209,505532,0,36,40.629742,-74.02551,Bk,0.1425418301549684
10942,79715332,40.614314,-74.031744,Cooperative,0.0,0,11209,340419,0,38,40.616622,-74.030876,Bk,0.1658904756454372
10943,79715640,40.614307,-74.031715,Cooperative,0.0,0,11209,364580,0,38,40.616622,-74.030876,Bk,0.16594569776987295
10944,79716751,40.627973,-74.025802,Cooperative,0.0,0,11209,344568,0,36,40.629742,-74.02551,Bk,0.12322008553571567
10945,89066727,40.612846,-74.034054,MultiFamily2To4,2.0,2,11209,700167,0,38,40.616622,-74.030876,Bk,0.30969382898948755
10946,79724937,40.612342,-74.034484,MultiFamily2To4,1.0,1,11209,289865,0,38,40.616622,-74.030876,Bk,0.35119489439180046
10997,32119531,40.692892,-73.83331,SingleFamily,2.0,2,11418,594888,1800,80,40.697418,-73.836345,Q,0.35092289664739573
10999,30664360,40.662073,-73.962031,SingleFamily,4.0,4,11225,1788335,1190,41,40.661614,-73.962246,Bk,0.03366688206523352
11001,30664365,40.661734,-73.961894,MultiFamily2To4,1.0,0,11225,959894,5882,41,40.661614,-73.962246,Bk,0.020232870172928075
11003,30664385,40.65884,-73.960846,Condominium,1.0,2,11225,1313400,1911,41,40.661614,-73.962246,Bk,0.20529556322339154
11004,30664406,40.657729,-73.96069,MultiFamily2To4,1.0,1,11225,927668,1800,42,40.655291999999996,-73.961495,Bk,0.17364128004677842
11005,30664407,40.657682,-73.96068,MultiFamily2To4,1.0,1,11225,888816,1800,42,40.655291999999996,-73.961495,Bk,0.17062269978329478
11008,30664430,40.657201,-73.960575,Condominium,1.0,2,11225,1314638,1950,42,40.655291999999996,-73.961495,Bk,0.14048212432100224
11013,30665207,40.657518,-73.960007,SingleFamily,1.0,2,11225,1133466,1700,42,40.655291999999996,-73.961495,Bk,0.17250193839054043
11014,30665208,40.657572,-73.960015,SingleFamily,1.0,0,11225,1754636,1742,42,40.655291999999996,-73.961495,Bk,0.17565297371870403
11016,30665331,40.656723,-73.959812,MultiFamily2To4,1.0,2,11225,981906,1770,42,40.655291999999996,-73.961495,Bk,0.13254832556386958
11017,30665332,40.656775,-73.959824,MultiFamily2To4,1.0,1,11225,896593,1770,42,40.655291999999996,-73.961495,Bk,0.13484151172761347
11019,30665334,40.656883,-73.95985,MultiFamily2To4,1.0,0,11225,1103685,1770,42,40.655291999999996,-73.961495,Bk,0.13975364413236155
11023,30665455,40.656062,-73.959625,SingleFamily,1.0,1,11225,1485846,2008,42,40.655291999999996,-73.961495,Bk,0.11156194960680124
11027,2106706035,40.64626,-73.962762,MultiFamily2To4,1.0,1,11226,531858,0,44,40.644031,-73.964492,Bk,0.17878615109780097
11028,2085733997,40.645306,-73.962582,MultiFamily2To4,1.0,1,11226,533546,0,44,40.644031,-73.964492,Bk,0.13341015975914547
11029,2086178958,40.636134,-73.960263,MultiFamily2To4,1.0,1,11226,503431,0,46,40.635082000000004,-73.962793,Bk,0.15131047757869642
11030,2122897175,40.64626,-73.962762,MultiFamily2To4,1.0,1,11226,507428,0,44,40.644031,-73.964492,Bk,0.17878615109780097
11031,30669298,40.635807,-73.9602,MultiFamily2To4,2.0,3,11226,1039013,4000,46,40.635082000000004,-73.962793,Bk,0.14493811444962337
11032,30669297,40.63567,-73.960199,Townhouse,26.0,44,11226,3512820,5200,46,40.635082000000004,-73.962793,Bk,0.1419932873993404
11033,30669038,40.63772,-73.960559,SingleFamily,0.0,0,11226,2141800,5000,46,40.635082000000004,-73.962793,Bk,0.21672863580180754
11034,30669012,40.637494,-73.9611,Townhouse,0.0,0,11226,2196868,5000,46,40.635082000000004,-73.962793,Bk,0.18887904890262702
11035,30669010,40.637755,-73.961121,SingleFamily,0.0,0,11226,2715381,6900,46,40.635082000000004,-73.962793,Bk,0.2045010580714305
11036,30668357,40.639608,-73.960923,SingleFamily,0.0,0,11226,2263893,6000,45,40.640927000000005,-73.963891,Bk,0.18038857094789087
11037,30668353,40.638958,-73.960824,SingleFamily,0.0,0,11226,2175557,5100,45,40.640927000000005,-73.963891,Bk,0.2106959444281826
11039,30667749,40.640839,-73.961735,Duplex,0.0,0,11226,1529728,4000,45,40.640927000000005,-73.963891,Bk,0.11323471615501127
11040,30667748,40.640947,-73.961755,SingleFamily,3.0,5,11226,1637867,4000,45,40.640927000000005,-73.963891,Bk,0.11203079429616825
11041,30667745,40.641274,-73.961817,Duplex,0.0,0,11226,1543216,4000,45,40.640927000000005,-73.963891,Bk,0.1113830474095649
11043,30667542,40.643316,-73.96162,SingleFamily,3.0,6,11226,1755275,5000,44,40.644031,-73.964492,Bk,0.15851529139076706
11044,30667515,40.642824,-73.962109,MultiFamily2To4,2.0,3,11226,1179229,5000,45,40.640927000000005,-73.963891,Bk,0.16100948771256648
11045,30667514,40.642959,-73.962135,SingleFamily,2.0,7,11226,1736124,5000,44,40.644031,-73.964492,Bk,0.1441125138536972
11048,30665948,40.650095,-73.962975,MultiFamily2To4,2.0,3,11226,1006425,1558,43,40.650527000000004,-73.962982,Bk,0.029859933049699795
11049,30665951,40.650805,-73.963114,Townhouse,2.0,3,11226,1065127,1306,43,40.650527000000004,-73.962982,Bk,0.020422700774757392
11050,30665952,40.650855,-73.96311,SingleFamily,0.0,0,11226,1237458,1210,43,40.650527000000004,-73.962982,Bk,0.023642473516933837
11051,30665955,40.651003,-73.9631,SingleFamily,0.0,0,11226,1328545,1513,43,40.650527000000004,-73.962982,Bk,0.03347555929274371
11057,2088142653,40.627597,-73.960346,Cooperative,2.0,2,11230,530281,0,47,40.62927,-73.961639,Bk,0.13405312334638275
11058,2093888795,40.62326,-73.956528,Unknown,0.0,0,11230,432801,0,48,40.625039,-73.960803,Bk,0.2557534593173137
11059,2097161895,40.621856,-73.960986,SingleFamily,3.0,3,11230,1224008,0,48,40.625039,-73.960803,Bk,0.22020238017852783
11060,2098140354,40.624661,-73.961431,SingleFamily,3.0,3,11230,1375269,0,48,40.625039,-73.960803,Bk,0.04204524308581075
11061,2098644211,40.62243,-73.961216,SingleFamily,3.0,3,11230,1449750,0,48,40.625039,-73.960803,Bk,0.18161788114802782
11064,2097381388,40.626803,-73.956221,MultiFamily2To4,1.0,3,11230,417787,0,48,40.625039,-73.960803,Bk,0.26950964646104353
11065,2086168545,40.61278,-73.953571,MultiFamily2To4,2.0,2,11230,433533,0,50,40.608670000000004,-73.957734,Bk,0.35833203923045714
11066,30724283,40.625475,-73.963997,SingleFamily,2.0,5,11230,1050036,2178,48,40.625039,-73.960803,Bk,0.1702365895155335
11067,2106985054,40.626378,-73.962853,MultiFamily2To4,1.0,1,11230,294424,0,48,40.625039,-73.960803,Bk,0.14187557131524775
11071,120729854,40.619925,-73.956693,Condominium,0.0,0,11230,666641,3238,49,40.617618,-73.959399,Bk,0.21348826494266532
11072,119572038,40.613826,-73.954216,Condominium,2.0,3,11230,926770,3552,50,40.608670000000004,-73.957734,Bk,0.4013242738057579
11073,30725201,40.619856,-73.963375,MultiFamily2To4,2.0,6,11230,1265447,2250,49,40.617618,-73.959399,Bk,0.25968358831247923
11074,94719673,40.612787,-73.962058,Condominium,2.0,2,11230,651101,0,49,40.617618,-73.959399,Bk,0.36186615571990105
11075,94719480,40.612787,-73.962058,Condominium,2.0,3,11230,660406,0,49,40.617618,-73.959399,Bk,0.36186615571990105
11076,94719431,40.612926,-73.962188,SingleFamily,2.0,3,11230,665171,0,49,40.617618,-73.959399,Bk,0.3557715799191822
11077,94718778,40.612787,-73.962058,Condominium,0.0,2,11230,651105,0,49,40.617618,-73.959399,Bk,0.36186615571990105
11078,94718502,40.612787,-73.962058,Condominium,2.0,2,11230,651210,0,49,40.617618,-73.959399,Bk,0.36186615571990105
11079,94717287,40.612787,-73.962058,Condominium,2.0,3,11230,663331,0,49,40.617618,-73.959399,Bk,0.36186615571990105
11080,94716036,40.612787,-73.962058,Condominium,2.0,3,11230,660661,0,49,40.617618,-73.959399,Bk,0.36186615571990105
11081,89074954,40.615391,-73.960404,Condominium,2.0,2,11230,640504,0,49,40.617618,-73.959399,Bk,0.16269959547894633
11098,2141556592,40.577695,-73.956303,Cooperative,1.0,2,11235,468052,0,54,40.577621,-73.961376,Bk,0.2663540408114079
11099,2138619729,40.577592,-73.96297,SingleFamily,0.0,0,11235,677135,0,54,40.577621,-73.961376,Bk,0.08370040411859271
11100,2085733344,40.57763,-73.962768,Unknown,0.0,0,11235,399651,0,54,40.577621,-73.961376,Bk,0.07307511855098095
11147,80277164,40.577819,-73.972274,Cooperative,1.0,1,11224,298211,0,254,40.581011,-73.974574,Bk,0.2514911166387738
11148,81380312,40.576557,-73.972915,Cooperative,1.0,2,11224,378523,0,56,40.576127,-73.975939,Bk,0.16150466535312233
11149,81948542,40.577426,-73.973791,Cooperative,1.0,2,11224,385513,0,56,40.576127,-73.975939,Bk,0.14413636337873467
11150,87801443,40.578365,-73.97337,Cooperative,1.0,1,11224,326560,0,254,40.581011,-73.974574,Bk,0.19349133433734955
11151,89229932,40.577699,-73.972312,Cooperative,0.0,0,11224,378074,0,56,40.576127,-73.975939,Bk,0.2192183402794272
11152,89710892,40.577819,-73.972274,Cooperative,0.0,0,11224,319956,0,254,40.581011,-73.974574,Bk,0.2514911166387738
11153,94715764,40.578365,-73.97337,Cooperative,0.0,0,11224,391822,0,254,40.581011,-73.974574,Bk,0.19349133433734955
11154,108866729,40.57835,-73.973388,Cooperative,1.0,1,11224,300820,0,254,40.581011,-73.974574,Bk,0.19416647214871596
11155,113973498,40.5778,-73.972652,Cooperative,0.0,0,11224,388119,0,56,40.576127,-73.975939,Bk,0.20771169867874348
11156,113974713,40.578365,-73.97337,Cooperative,0.0,0,11224,391822,0,254,40.581011,-73.974574,Bk,0.19349133433734955
11157,113974714,40.577426,-73.973791,Cooperative,1.0,1,11224,314199,0,56,40.576127,-73.975939,Bk,0.14413636337873467
11158,119917207,40.57768,-73.97269,Cooperative,1.0,1,11224,323007,0,56,40.576127,-73.975939,Bk,0.2015205659532772
11159,120788239,40.577819,-73.972274,Cooperative,0.0,0,11224,319956,0,254,40.581011,-73.974574,Bk,0.2514911166387738
11160,121040043,40.578365,-73.97337,Cooperative,0.0,0,11224,391822,0,254,40.581011,-73.974574,Bk,0.19349133433734955
11161,121651282,40.57768,-73.97269,Cooperative,0.0,0,11224,363360,0,56,40.576127,-73.975939,Bk,0.2015205659532772
11162,216133158,40.57768,-73.97269,Cooperative,1.0,2,11224,377635,0,56,40.576127,-73.975939,Bk,0.2015205659532772
11163,216133161,40.57768,-73.97269,Cooperative,0.0,0,11224,307429,0,56,40.576127,-73.975939,Bk,0.2015205659532772
11164,216133532,40.577819,-73.972274,Cooperative,1.0,2,11224,429263,0,254,40.581011,-73.974574,Bk,0.2514911166387738
11166,244987882,40.577867,-73.976559,Cooperative,0.0,0,11224,449347,875556,56,40.576127,-73.975939,Bk,0.12458648684681013
11167,244988020,40.577867,-73.976559,Cooperative,0.0,0,11224,449347,875556,56,40.576127,-73.975939,Bk,0.12458648684681013
11168,244988024,40.576492,-73.976683,Cooperative,0.0,0,11224,455034,875556,56,40.576127,-73.975939,Bk,0.0464954771697254
11169,244988045,40.579079,-73.976451,Cooperative,0.0,0,11224,450995,875556,254,40.581011,-73.974574,Bk,0.16594645681568287
11170,244988184,40.577906,-73.976556,Cooperative,0.0,0,11224,449272,875556,56,40.576127,-73.975939,Bk,0.1271501067915716
11174,2086313626,40.6418,-73.99577,MultiFamily2To4,1.0,2,11219,547215,0,59,40.640914,-73.994304,Bk,0.09829007380128454
11183,30705562,40.616546,-74.000048,MultiFamily2To4,3.5,9,11204,1371553,2356,64,40.613501,-74.00061,Bk,0.2125106204796753
11184,30705561,40.616598,-74.000017,MultiFamily2To4,2.0,6,11204,1055100,2138,64,40.613501,-74.00061,Bk,0.21629835803583658
11185,30705568,40.616182,-74.000142,MultiFamily2To4,4.0,0,11204,1157726,2001,64,40.613501,-74.00061,Bk,0.1869170314465091
11186,30705567,40.616233,-74.000111,SingleFamily,0.0,0,11204,974413,1960,64,40.613501,-74.00061,Bk,0.19062846514638604
11188,30705563,40.616494,-74.00008,Triplex,0.0,0,11204,1424611,2575,64,40.613501,-74.00061,Bk,0.20872170745134713
11190,30705556,40.616304,-74.000449,Quadruplex,0.0,0,11204,1629050,2250,64,40.613501,-74.00061,Bk,0.19391338689441864
11191,30705559,40.616467,-74.000279,MultiFamily2To4,4.0,7,11204,1212964,2250,64,40.613501,-74.00061,Bk,0.20572932731415566
11193,30704409,40.617644,-73.999653,MultiFamily2To4,2.0,3,11204,772634,2003,63,40.619589000000005,-73.998864,Bk,0.14065714493404588
11194,30705557,40.61636,-74.000391,Quadruplex,0.0,0,11204,1615472,2250,64,40.613501,-74.00061,Bk,0.19793353593635776
11195,30705558,40.616413,-74.000335,MultiFamily2To4,5.0,9,11204,1232098,2250,64,40.613501,-74.00061,Bk,0.20177934525672667
11196,2121597478,40.616336,-74.000048,MultiFamily2To4,2.0,4,11204,884638,2265,64,40.613501,-74.00061,Bk,0.19814709785511347
11199,30705571,40.61613,-73.999591,Condominium,1.0,3,11204,1001724,1782,64,40.613501,-74.00061,Bk,0.18940513777717985
11201,30705574,40.616285,-73.999501,MultiFamily2To4,5.0,6,11204,1194844,2445,64,40.613501,-74.00061,Bk,0.20102078401285142
11205,2095100805,40.616304,-74.000449,Unknown,0.0,0,11204,490613,0,64,40.613501,-74.00061,Bk,0.19391338689441864
11206,30703264,40.619285,-73.999248,MultiFamily2To4,3.0,6,11228,739004,2199,63,40.619589000000005,-73.998864,Bk,0.029108319141983002
11207,30704401,40.618212,-73.999557,MultiFamily2To4,1.0,2,11228,751910,1932,63,40.619589000000005,-73.998864,Bk,0.10187917019148138
11211,30704404,40.618057,-73.999648,MultiFamily2To4,1.5,0,11228,828891,2588,63,40.619589000000005,-73.998864,Bk,0.11359210996002884
11213,30704405,40.618005,-73.999678,Townhouse,1.0,1,11228,1260427,2620,63,40.619589000000005,-73.998864,Bk,0.11751221776196547
11214,30704402,40.618159,-73.999588,MultiFamily2To4,0.0,0,11228,844220,2153,63,40.619589000000005,-73.998864,Bk,0.10588166732480371
11216,2124272894,40.620114,-73.999018,SingleFamily,0.0,0,11228,1702155,0,63,40.619589000000005,-73.998864,Bk,0.03717390764455659
11219,30710130,40.61422,-74.009754,Duplex,0.0,0,11228,1282248,2000,64,40.613501,-74.00061,Bk,0.4823172897301775
11220,30710126,40.614045,-74.009936,SingleFamily,2.0,3,11228,1009918,2003,64,40.613501,-74.00061,Bk,0.49074238134930076
11221,30710125,40.614002,-74.00998,SingleFamily,0.0,0,11228,1014462,2000,64,40.613501,-74.00061,Bk,0.4928265734731533
11222,30710123,40.613915,-74.01007,SingleFamily,2.5,4,11228,1011591,2000,64,40.613501,-74.00061,Bk,0.49715500496775733
11223,30710121,40.61383,-74.010159,MultiFamily2To4,0.0,0,11228,1413736,2000,64,40.613501,-74.00061,Bk,0.5015164709565695
11224,30709882,40.613296,-74.007136,Duplex,0.0,0,11228,1025319,2383,64,40.613501,-74.00061,Bk,0.34268947976059966
11225,30709854,40.613405,-74.007833,Duplex,0.0,0,11228,1216687,1983,64,40.613501,-74.00061,Bk,0.379023382022225
11226,30709846,40.613749,-74.007479,MultiFamily2To4,3.0,5,11228,973340,2050,64,40.613501,-74.00061,Bk,0.36079862340863444
11229,30709435,40.614266,-74.006941,MultiFamily2To4,2.0,3,11228,848022,2000,64,40.613501,-74.00061,Bk,0.33634484900975625
11230,30708946,40.614566,-74.005811,Triplex,0.0,0,11228,1211406,1950,64,40.613501,-74.00061,Bk,0.28262912879157526
11232,2090871210,40.60112,-73.99708,MultiFamily2To4,0.0,0,11214,406244,0,67,40.601875,-73.993728,Bk,0.18347594943093473
11233,2105971866,40.60688,-74.00663,MultiFamily2To4,0.0,1,11214,285931,0,65,40.607954,-74.001736,Bk,0.2673073595845594
11241,30690696,40.638646,-74.015886,MultiFamily2To4,4.0,7,11220,1017438,2000,34,40.641362,-74.017881,Bk,0.21490612965413844
11242,30688636,40.633803,-74.007959,Duplex,0.0,0,11220,1311885,1540,71,40.631386,-74.005351,Bk,0.21591302478673488
11243,30688638,40.633889,-74.008103,Duplex,0.0,0,11220,1373199,1820,71,40.631386,-74.005351,Bk,0.22530657292309056
11244,30688642,40.634179,-74.008488,Duplex,0.0,0,11220,1165283,2000,70,40.635064,-74.011719,Bk,0.1801663386762357
11245,30690549,40.642954,-74.023063,Quadruplex,0.0,0,11220,1620542,2400,34,40.641362,-74.017881,Bk,0.29319400867013407
11246,30690552,40.641934,-74.021379,Duplex,0.0,0,11220,1226335,1762,34,40.641362,-74.017881,Bk,0.18766169050480389
11247,30690553,40.641969,-74.021437,MultiFamily2To4,3.0,8,11220,1176728,1759,34,40.641362,-74.017881,Bk,0.19115252913507905
11248,30690554,40.642003,-74.021494,SingleFamily,3.0,6,11220,1295601,1762,34,40.641362,-74.017881,Bk,0.19459154717947533
11249,30690555,40.642044,-74.021544,Duplex,0.0,0,11220,1003825,1762,34,40.641362,-74.017881,Bk,0.19780181244964656
11250,30690556,40.642078,-74.0216,Duplex,0.0,0,11220,1191922,1762,34,40.641362,-74.017881,Bk,0.20122024440907385
11251,30690557,40.642105,-74.021663,SingleFamily,2.0,2,11220,1217375,1762,34,40.641362,-74.017881,Bk,0.20488407534836758
11252,30690558,40.64214,-74.021719,Duplex,0.0,0,11220,1003639,1762,34,40.641362,-74.017881,Bk,0.20833965313106284
11253,30690559,40.642174,-74.021776,MultiFamily2To4,1.0,4,11220,860270,1762,34,40.641362,-74.017881,Bk,0.2118394473578208
11254,30690560,40.642209,-74.021833,Duplex,0.0,0,11220,1192377,1762,34,40.641362,-74.017881,Bk,0.21536827401629116
11255,30690561,40.642243,-74.021889,Duplex,0.0,0,11220,1193107,1762,34,40.641362,-74.017881,Bk,0.21883815638467513
11257,30690563,40.642311,-74.022001,Duplex,0.0,0,11220,1008397,1762,34,40.641362,-74.017881,Bk,0.2258059105449439
11259,30690565,40.642379,-74.022114,Duplex,0.0,0,11220,1196865,1762,34,40.641362,-74.017881,Bk,0.2328581866269089
11260,30690567,40.642448,-74.022228,Duplex,0.0,0,11220,1200132,1762,34,40.641362,-74.017881,Bk,0.24001302158076496
11261,30690575,40.64272,-74.022677,Duplex,0.0,0,11220,1207560,1762,34,40.641362,-74.017881,Bk,0.268463059195005
11262,30690576,40.642754,-74.022732,Duplex,0.0,0,11220,1212207,1762,34,40.641362,-74.017881,Bk,0.27198957179893335
11264,30690597,40.640731,-74.019336,Triplex,0.0,0,11220,1351045,2600,34,40.641362,-74.017881,Bk,0.08789057656834026
11265,30690598,40.640771,-74.019402,Duplex,0.0,0,11220,1257624,2000,34,40.641362,-74.017881,Bk,0.089618576785217
11320,2086657872,40.62223,-73.99066,MultiFamily2To4,1.0,2,11204,386126,0,73,40.620671,-73.990414,Bk,0.10852034747224325
11324,2099355933,40.61345,-73.981845,MultiFamily2To4,1.0,1,11204,259846,0,75,40.611815,-73.981848,Bk,0.11300312269241516
11341,2092205674,40.61042,-73.98209,MultiFamily2To4,1.0,1,11204,270827,0,75,40.611815,-73.981848,Bk,0.09724790169334094
11355,32116487,40.703173,-73.83668,Townhouse,2.0,3,11418,863390,40,80,40.697418,-73.836345,Q,0.39814391916978625
11356,32119561,40.696104,-73.832957,Duplex,0.0,0,11418,711205,2475,80,40.697418,-73.836345,Q,0.19941482367738078
11357,2090552112,40.6988,-73.8318,MultiFamily2To4,1.0,0,11418,375985,0,79,40.700492,-73.828294,Q,0.21777260103370805
11358,2097076239,40.700539,-73.832202,MultiFamily2To4,2.0,4,11418,688554,2125,79,40.700492,-73.828294,Q,0.20479731841970666
11359,2097099861,40.700539,-73.832202,SingleFamily,2.0,3,11418,663205,1710,79,40.700492,-73.828294,Q,0.20479731841970666
11360,2097166735,40.700539,-73.832202,MultiFamily2To4,3.0,3,11418,677550,3149,79,40.700492,-73.828294,Q,0.20479731841970666
